1 Status: local   C=RU,CN=pov-4-csp2
287 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=zv-gor-zato-go-2cs
288 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=pushkinskiy-mr-20cs
289 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=krasnogorsk-mr-5cs
290 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=shahovskiy-mr-2cs
291 Status: remote  C=RU,CN=kashirskiy_mr_4cs
292 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=mozhaiskiy-mr-3cs
293 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=schelkovski-mr-3cs
294 Status: remote  C=RU,CN=leninskiy_mr_1cs
295 Status: remote  C=RU,CN=schelkovski_mr_1cs
296 Status: remote  C=RU,O=MO112,CN=istrinskiy_mr_1cs
297 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=s-prudskiy-mr-2cs
298 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=mitishinski-mr-4cs
299 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=zv-gor-zato-go-1cs
300 Status: remote  C=RU,O=MO112,CN=ozerskiy_mr_5cs
301 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=egorevsk-mr-8cs
302 Status: remote  C=RU,O=MO112,CN=k_znam_zato_go_1cs
303 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=domodedovo-go-10cs
304 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=leninskiy-mr-7cs
305 Status: remote  C=RU,O=MO112,CN=electrostal_go_1cs
306 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=leninskiy-mr-4cs
307 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=mitishinski-mr-11cs
308 Status: remote  C=RU,O=MO112,CN=ramenskiy_mr_9cs
309 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=shaturskiy-mr-3cs
310 Status: remote  C=RU,O=MO112,CN=luhovitskiy_mr_7cs
311 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=himki-go-7cs
312 Status: remote  C=RU,O=MO112,CN=or_zuevo_go_5cs
313 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=korolev-go-6cs
314 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=mos-oblast-msk-1cs
315 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=korolev-go-1cs
316 Status: remote  C=RU,O=MO112,CN=zhukovskiy_go_1cs
317 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=stupinskiy-mr-13cs
318 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=che-golovka-go-2cs
319 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=zhukovskiy-go-2cs
320 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=mos-oblast-msk-3cs
321 Status: remote  C=RU,O=MO112,CN=leninskiy_mr_6cs
322 Status: remote  C=RU,CN=lotoshinski_mr_1cs
323 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=kolomna-go-4cs
324 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=lotoshinski-mr-3cs
325 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=podolsk-go-3cs
326 Status: remote  C=RU,O=MO112,CN=pushino_go_1cs
327 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=s-posadskiy-mr-8cs
328 Status: remote  C=RU,O=MO112,CN=losino_petr_go_1cs
329 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=s-prudskiy-mr-3cs
330 Status: remote  C=RU,CN=luhovitskiy_mr_1cs
331 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=molod-zato-go-3cs
332 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=domodedovo-go-4cs
333 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=n-fominsk-mr-12cs
334 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=korolev-go-7cs
335 Status: remote  C=RU,O=MO112,CN=schelkovski_mr_22cs
336 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=s-posadskiy-mr-1cs
337 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=or-zuevo-go-2cs
338 Status: remote  C=RU,CN=or_zuevo_mr_9cs
339 Status: remote  C=RU,O=MO112,CN=fryazino_go_1cs
340 Status: remote  C=RU,CN=volokolamsk_mr_4cs
341 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=istrinskiy-mr-7cs
342 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=odincovskiy-mr-6cs
343 Status: remote  C=RU,O=MO112,CN=k_znam_zato_go_3cs
344 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=odincovskiy-mr-12cs
345 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=ivanteevka-go-3cs
346 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=pushino-go-2cs
347 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=ruzskiy-mr-6cs
348 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=podolsk-go-5cs
349 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=serpuhov-go-6cs
350 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=lotoshinski-mr-2cs
351 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=sterragate
352 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=pushkinskiy-mr-6cs
353 Status: remote  C=RU,O=MO112,CN=or_zuevo_mr_10cs
354 Status: remote  C=RU,O=MO112,CN=pav_posad_mr_4cs
355 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=roshal-go-5cs
356 Status: remote  C=RU,CN=ozerskiy_mr_1cs
357 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=kolomna-go-3cs
358 Status: remote  C=RU,O=MO112,CN=dubna_go_5cs
359 Status: remote  C=RU,O=MO112,CN=dzerjinsk_go_1cs
360 Status: remote  C=RU,O=MO112,CN=bronnici_go_1cs
361 Status: remote  C=RU,CN=himki_go_1cs
362 Status: remote  C=RU,CN=stupinskiy_mr_6cs
363 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=lubereckiy-mr-11cs
364 Status: remote  C=RU,CN=zaraiskiy_mr_1cs
365 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=shcelkovski-mr-9cs
366 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=voskresensk-mr-4cs
367 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=or-zuevo-mr-5cs
368 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=mozhaiskiy-mr-2cs
369 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=ramenskiy-mr-5cs
370 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=mos-oblast-msk-8cs
371 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=voskresensk-mr-2cs
372 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=n-fominsk-mr-2cs
373 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=lubereckiy-mr-22cs
374 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=domodedovo-go-1cs
375 Status: remote  C=RU,O=MO112,CN=pushkinskiy_mr_12cs
376 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=domodedovo-go-2cs
377 Status: remote  C=RU,O=MO112,CN=protvino_go_1cs
378 Status: remote  C=RU,O=MO112,CN=luhovitskiy_mr_4cs
379 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=moscow-5cs
380 Status: remote  C=RU,CN=s_prudskiy_mr_5cs
381 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=zaraiskiy-mr-3cs
382 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=lubereckiy-mr-1cs
383 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=podolsk-mr-5cs
384 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=domodedovo_go_11cs
385 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=klinskiy-mr-2cs
386 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=podolsk-go-6cs
387 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=mitishinski-mr-5cs
388 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=schelkovski-mr-4cs
389 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=shaturskiy-mr-10cs
390 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=reutov-go-3cs
391 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=pav-posad-mr-2cs
392 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=lubereckiy-mr-4cs
393 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=stupinskiy-mr-11cs
394 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=pov-1-csp1
395 Status: remote  C=RU,O=MO112,CN=noginskiy_mr_13cs
396 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=odincovskiy-mr-21cs
397 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=stupinskiy-mr-2cs
398 Status: remote  C=RU,CN=taldomskiy_mr_9cs
399 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=podolsk-mr-9cs
400 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=klinskiy-mr-4cs
401 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=lubereckiy-mr-6cs
402 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=pushino-go-5cs
403 Status: remote  C=RU,O=MO112,CN=che_golovka_go_1cs
404 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=kashirskiy-mr-20cs
405 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=k-znam-zato-go-4cs
406 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=taldomskiy-mr-8cs
407 Status: remote  C=RU,CN=pushkinskiy_mr_8cs
408 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=bronnici-go-20cs
409 Status: remote  C=RU,O=MO112,CN=kotelniki_go_1cs
410 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=krasnogorsk-mr-15cs
411 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=kashirskiy-mr-3cs
412 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=vlasiha-zato-2cs
413 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=ramenskiy-mr-20cs
414 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=or-zuevo-mr-4cs
415 Status: remote  C=RU,CN=s_gorskiy_mr_6cs
416 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=lubereckiy-mr-7cs
417 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=balashiha-go-8cs
418 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=kolomna-go-2cs
419 Status: remote  C=RU,O=MO112,CN=voskresensk_mr_13cs
420 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=chehovskiy-mr-2cs
421 Status: remote  C=RU,O=MO112,CN=litkarino_go_1cs
422 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=litkarino-go-3cs
423 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=electro-gk-go-3cs
424 Status: remote  C=RU,CN=noginskiy_mr_12cs
425 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=roshal-go-3cs
426 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=s-posadskiy-mr-9cs
427 Status: remote  C=RU,CN=mitishinski_mr_1cs
428 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=istrinskiy-mr-8cs
429 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=serpuhov-go-3cs
430 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=pushkinskiy-mr-7cs
431 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=ramenskiy-mr-4cs
432 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=chehovskiy-mr-3cs
433 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=odincovskiy-mr-14cs
434 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=pov-2-csp1
435 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=taldomskiy-mr-3cs
436 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=electrostal-go-4cs
437 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=odincovskiy-mr-9cs
438 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=odincovskiy-mr-1cs
439 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=podolsk-mr-4cs
440 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=krasnogorsk-mr-2cs
441 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=s-gorskiy-mr-5cs
442 Status: remote  C=RU,O=MO112,CN=j_dorozjniy_go_4cs
443 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=klimovsk-mr-3cs
444 Status: remote  C=RU,O=MO112,CN=ruzskiy_mr_1cs
445 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=pushkinskiy-mr-3cs
446 Status: remote  C=RU,O=MO112,CN=egorevsk_mr_1cs
447 Status: remote  C=RU,CN=pov-3-csp1
448 Status: remote  C=RU,CN=pov-3-csp2
449 Status: remote  C=RU,O=MO112,CN=domodedovo_go_1cs
450 Status: remote  C=RU,CN=podolsk_go_8cs
451 Status: remote  C=RU,O=MO112,CN=zv_gor_zato_go_1cs
452 Status: remote  C=RU,O=MO112,CN=korolev_go_6cs
453 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=serpuhov-go-2cs
454 Status: remote  C=RU,CN=noginskiy_mr_1cs
455 Status: remote  C=RU,CN=krasnogorsk_mr_10cs
456 Status: remote  C=RU,CN=kolomna_go_6cs
457 Status: remote  CN=shelk_mr_10cs
458 Status: remote  C=RU,CN=podolsk_go_1cs
459 Status: remote  C=RU,O=MO112,CN=ruzskiy_mr_6cs
460 Status: remote  C=RU,CN=pov-2-csp2
461 Status: remote  C=RU,CN=n_fominsk_mr_1cs
462 Status: remote  C=RU,CN=pov-1-csp2
463 Status: remote  C=RU,O=MO112,CN=ramenskiy_mr_14cs
464 Status: remote  C=RU,CN=pov-1-csp1
465 Status: remote  C=RU,CN=odincovskiy_mr_14cs
466 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=bronnici-go-2cs
467 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=krasnogorsk-mr-16cs
468 Status: remote  C=RU,CN=serpuhov_go_1cs
469 Status: remote  C=RU,CN=pushkinskiy_mr_1cs
470 Status: remote  C=RU,CN=ivanteevka_go_4cs
471 Status: remote  C=RU,CN=noginskiy_mr_7cs
472 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=bronnici-go-2cs
473 Status: remote  C=RU,CN=lubereckiy_mr_10cs
474 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=balashiha-go-2cs
475 Status: remote  C=RU,CN=dmitrov_mr_1cs
476 Status: remote  C=RU,CN=s_posadskiy_mr_1cs
477 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=krasnogorsk-mr-6cs
478 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=krasnogorsk-mr-6cs
479 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=n-fominsk-mr-7cs
480 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=sterragate
481 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=mos-oblast-msk-7cs
482 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=k-armeisk-go-3cs
483 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=s-posadskiy-mr-10cs
484 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=j-dorozjniy-go-3cs
485 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=ozerskiy-mr-2cs
486 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=klinskiy-mr-3cs
487 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=dubna-go-2cs
488 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=dmitrov-mr-4cs
489 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=noginskiy-mr-2cs
490 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=zaraiskiy-mr-2cs
491 Status: remote  C=RU,O=MO112,CN=klinskiy_mr_7cs
492 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=pav-posad-mr-2cs
493 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=chehovskiy-mr-7cs
