1 Status: trusted OGRN=1145074015448,INN=005036145714,C=ru,ST=50\, \d0\9c\d0\be\d1\81\d0\ba\d0\be\d0\b2\d1\81\d0\ba\d0\b0\d1\8f \d0\be\d0\b1\d0\bb\d0\b0\d1\81\d1\82\d1\8c,L=\d0\b3. \d0\9f\d0\be\d0\b4\d0\be\d0\bb\d1\8c\d1\81\d0\ba,STREET=\d1\83\d0\bb. \d0\9c\d0\b0\d1\88\d0\b8\d0\bd\d0\be\d1\81\d1\82\d1\80\d0\be\d0\b8\d1\82\d0\b5\d0\bb\d0\b5\d0\b9\, \d0\b4. 7\d0\90,O=\d0\93\d0\9a\d0\a3 \d0\9c\d0\9e \d0\a6\d0\b5\d0\bd\d1\82\d1\80 112,CN=\d0\a3\d0\a6 \d0\93\d0\9a\d0\a3 \d0\9c\d0\9e \d0\a6\d0\b5\d0\bd\d1\82\d1\80 112
2 Status: trusted C=RU,L=Moscow,O=MITS,OU=Certification Authority,CN=Certificating Center
3 Status: local   C=RU,CN=pov-1-csp1
276 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=kolomna-go-4cs
277 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=kotelniki-go-3cs
278 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=serpuhov-go-20cs
279 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=zaraiskiy-mr-2cs
280 Status: remote  C=RU,CN=stupinskiy_mr_6cs
281 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=kashirskiy-mr-3cs
282 Status: remote  C=RU,L=Moscow,O=MITS,OU=S_Terra KP,CN=schelkovski-mr-17cs
283 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=zaraiskiy-mr-3cs
284 Status: remote  C=RU,CN=mitishinski_mr_13cs
285 Status: remote  C=RU,O=MO112,CN=chehovskiy_mr_6cs
286 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=lubereckiy-mr-7cs
287 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=kashirskiy-mr-5cs
288 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=moscow-6cs
289 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=s-gorskiy-mr-20cs
290 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=roshal-go-5cs
291 Status: remote  C=RU,O=MO112,CN=ramenskiy_mr_9cs
292 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=schelkovski-mr-3cs
293 Status: remote  C=RU,O=MO112,CN=pav_posad_mr_1cs
294 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=zhukovskiy-go-2cs
295 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=leninskiy-mr-4cs
296 Status: remote  C=RU,CN=n_fominsk_mr_1cs
297 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=pav-posad-mr-2cs
298 Status: remote  C=RU,O=MO112,CN=or_zuevo_mr_9cs
299 Status: remote  C=RU,CN=kashirskiy_mr_8cs
300 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=k-armeisk-go-2cs
301 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=lubereckiy-mr-4cs
302 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=noginskiy-mr-7cs
303 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=che-golovka-go-2cs
304 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=noginskiy-mr-2cs
305 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=podolsk-mr-9cs
306 Status: remote  C=RU,O=MO112,CN=zv_gor_zato_go_1cs
307 Status: remote  C=RU,O=MO112,CN=n_fominsk_mr_9cs
308 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=voskresensk-mr-4cs
309 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=himki-go-5cs
310 Status: remote  C=RU,O=MO112,CN=electro_gk_go_1cs
311 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=leninskiy-mr-8cs
312 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=balashiha-go-3cs
313 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=odincovskiy-mr-3cs
314 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=krasnogorsk-mr-4cs
315 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=bronnici-go-3cs
316 Status: remote  C=RU,O=MO112,CN=pushkinskiy_mr_15cs
317 Status: remote  C=RU,O=MO112,CN=pushino_go_1cs
318 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=krasnogorsk-mr-2cs
319 Status: remote  C=RU,O=MO112,CN=voshod_zato_1cs
320 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=egorevsk-mr-2cs
321 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=chehovskiy-mr-2cs
322 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=balashiha-go-5cs
323 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=mitishinski-mr-5cs
324 Status: remote  C=RU,O=MO112,CN=litkarino_go_1cs
325 Status: remote  C=RU,O=MO112,CN=reutov_go_4cs
326 Status: remote  C=RU,O=MO112,CN=losino_petr_go_1cs
327 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=ivanteevka-go-2cs
328 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=egorevsk-mr-4cs
329 Status: remote  C=RU,CN=s_gorskiy_mr_6cs
330 Status: remote  C=RU,O=MO112,CN=shaturskiy_mr_5cs
331 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=domodedovo_go_11cs
332 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=kashirskiy-mr-2cs
333 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=mitishinski-mr-6cs
334 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=n-fominsk-mr-7cs
335 Status: remote  C=RU,CN=dolgoprudn_go_1cs
336 Status: remote  C=RU,CN=lotoshinski_mr_1cs
337 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=schelkovski-mr-5cs
338 Status: remote  C=RU,L=Moscow,O=MITS,OU=S_Terra KP,CN=stupinskiy-mr-10cs
339 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=kotelniki-go-2cs
340 Status: remote  C=RU,O=MO112,CN=or_zuevo_mr_10cs
341 Status: remote  C=RU,CN=kashirskiy_mr_1cs
342 Status: remote  C=RU,O=MO112,CN=egorevsk_mr_6cs
343 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=ramenskiy-mr-8cs
344 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=himki-go-8cs
345 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=ubileiniy-go-2cs
346 Status: remote  C=RU,O=MO112,CN=shaturskiy_mr_1cs
347 Status: remote  C=RU,CN=taldomskiy_mr_9cs
348 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=mozhaiskiy-mr-3cs
349 Status: remote  C=RU,O=MO112,CN=leninskiy_mr_6cs
350 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=noginskiy-mr-21cs
351 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=ramenskiy-mr-3cs
352 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=zhukovskiy-go-3cs
353 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=ruzskiy-mr-20cs
354 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=or-zuevo-mr-2cs
355 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=n-fominsk-mr-8cs
356 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=dmitrov-mr-20cs
357 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=balashiha-go-9cs
358 Status: remote  C=RU,O=MO112,CN=electrostal_go_1cs
359 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=roshal-go-2cs
360 Status: remote  C=RU,O=MO112,CN=serpuhov_go_4cs
361 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=mitishinski-mr-11cs
362 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=lubereckiy-mr-5cs
363 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=s-prudskiy-mr-2cs
364 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=odincovskiy-mr-1cs
365 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=mozhaiskiy-mr-2cs
366 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=noginskiy-mr-6cs
367 Status: remote  C=RU,O=MO112,CN=or_zuevo_go_5cs
368 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=voskresensk-mr-11cs
369 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=balashiha-go-4cs
370 Status: remote  C=RU,O=MO112,CN=fryazino_go_1cs
371 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=luhovitskiy-mr-2cs
372 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=mos-oblast-msk-3cs
373 Status: remote  C=RU,O=MO112,CN=pushkinskiy_mr_12cs
374 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=zv-gor-zato-go-2cs
375 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=ivanteevka-go-3cs
376 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=taldomskiy-mr-5cs
377 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=mitishinski-mr-4cs
378 Status: remote  C=RU,O=MO112,CN=istrinskiy_mr_14cs
379 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=or-zuevo-mr-8cs
380 Status: remote  C=RU,CN=schelkovski_mr_23cs
381 Status: remote  C=RU,O=MO112,CN=che_golovka_go_1cs
382 Status: remote  C=RU,CN=kashirskiy_mr_4cs
383 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=odincovskiy-mr-6cs
384 Status: remote  C=RU,O=MO112,CN=istrinskiy_mr_9cs
385 Status: remote  C=RU,O=MO112,CN=reutov_go_1cs
386 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=bronnici-go-2cs
387 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=dubna-go-4cs
388 Status: remote  C=RU,CN=leninskiy_mr_1cs
389 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=domodedovo-go-1cs
390 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=lubereckiy-mr-6cs
391 Status: remote  C=RU,CN=s_posadskiy_mr_12cs
392 Status: remote  C=RU,O=MO112,CN=luhovitskiy_mr_4cs
393 Status: remote  C=RU,CN=krasnogorsk_mr_1cs
394 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=himki-go-3cs
395 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=ramenskiy-mr-4cs
396 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=pushino-go-2cs
397 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=odincovskiy-mr-7cs
398 Status: remote  C=RU,ST=Moscow region,L=Krasnogorsk,O=MITS,OU=S-Terra,CN=krasnogorsk-mr-14cs
399 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=fryazino-go-3cs
400 Status: remote  C=RU,O=MO112,CN=protvino_go_1cs
401 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=lubereckiy-mr-3cs
402 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=domodedovo-go-3cs
403 Status: remote  C=RU,CN=domodedovo_go_13cs
404 Status: remote  C=RU,CN=mozhaiskiy_mr_9cs
405 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=podolsk-go-20cs
406 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=dolgoprudn-go-3cs
407 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=s-gorskiy-mr-3cs
408 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=noginskiy-mr-20cs
409 Status: remote  C=RU,O=MO112,CN=schelkovski_mr_22cs
410 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=domodedovo-go-10cs
411 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=dolgoprudn-go-2cs
412 Status: remote  C=RU,O=MO112,CN=ivanteevka_go_1cs
413 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=lubereckiy-mr-22cs
414 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=shahovskiy-mr-3cs
415 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=ramenskiy-mr-20cs
416 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=voskresensk-mr-2cs
417 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=or-zuevo-mr-7cs
418 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=bronnici-go-20cs
419 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=kashirskiy-mr-7cs
420 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=odincovskiy-mr-14cs
421 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=voskresensk-mr-3cs
422 Status: remote  C=RU,CN=zaraiskiy_mr_1cs
423 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=n-fominsk-mr-12cs
424 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=podolsk-go-6cs
425 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=mitishinski-mr-2cs
426 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=odincovskiy-mr-12cs
427 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=electrostal-go-3cs
428 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=shaturskiy-mr-10cs
429 Status: remote  C=RU,O=MO112,CN=podolsk_go_8cs
430 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=podolsk-mr-2cs
431 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=Che-golovlka-go-4cs
432 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=voskresensk-mr-3cs
433 Status: remote  C=RU,CN=stupinskiy_mr_14cs
434 Status: remote  C=RU,O=MO112,CN=dubna_go_1cs
435 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=zv-gor-zato-go-3cs
436 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=istrinskiy-mr-7cs
437 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=voskresensk-mr-7cs
438 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=s-gorskiy-mr-5cs
439 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=kolomna-go-3cs
440 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=noginskiy-mr-4cs
441 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=s-posadskiy-mr-8cs
442 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=k-znam-zato-go-4cs
443 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=schelkovski-mr-2cs
444 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=lubereckiy-mr-11cs
445 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=odincovskiy-mr-10cs
446 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=voskresensk-mr-5cs
447 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=mozhaiskiy-mr-5cs
448 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=domodedovo-go-4cs
449 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=domodedovo-go-20cs
450 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=taldomskiy-mr-4cs
451 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=leninskiy-mr-5cs
452 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=pushkinskiy-mr-3cs
453 Status: remote  C=RU,CN=odincovskiy_mr_14cs
454 Status: remote  C=RU,CN=noginskiy_mr_1cs
455 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=bronnici-go-2cs
456 Status: remote  C=RU,O=MO112,CN=egorevsk_mr_1cs
457 Status: remote  C=RU,CN=serpuhov_go_1cs
458 Status: remote  C=RU,CN=pushkinskiy_mr_1cs
459 Status: remote  C=RU,CN=ivanteevka_go_4cs
460 Status: remote  C=RU,CN=noginskiy_mr_7cs
461 Status: remote  C=RU,CN=lubereckiy_mr_10cs
462 Status: remote  C=RU,CN=dmitrov_mr_1cs
463 Status: remote  C=RU,CN=s_posadskiy_mr_1cs
464 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=krasnogorsk-mr-6cs
465 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=krasnogorsk-mr-6cs
466 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=n-fominsk-mr-7cs
467 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=sterragate
468 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=mos-oblast-msk-7cs
469 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=k-armeisk-go-3cs
470 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=mozhaiskiy-mr-4cs
471 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=s-posadskiy-mr-10cs
472 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=ozerskiy-mr-2cs
473 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=j-dorozjniy-go-3cs
474 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=s-gorskiy-mr-4cs
475 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=dubna-go-2cs
476 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=dmitrov-mr-4cs
477 Status: remote  C=RU,O=MO112,CN=klinskiy_mr_7cs
478 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=pav-posad-mr-2cs
479 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=chehovskiy-mr-7cs
