1 Status: trusted OGRN=1145074015448,INN=005036145714,C=ru,ST=50\, \d0\9c\d0\be\d1\81\d0\ba\d0\be\d0\b2\d1\81\d0\ba\d0\b0\d1\8f \d0\be\d0\b1\d0\bb\d0\b0\d1\81\d1\82\d1\8c,L=\d0\b3. \d0\9f\d0\be\d0\b4\d0\be\d0\bb\d1\8c\d1\81\d0\ba,STREET=\d1\83\d0\bb. \d0\9c\d0\b0\d1\88\d0\b8\d0\bd\d0\be\d1\81\d1\82\d1\80\d0\be\d0\b8\d1\82\d0\b5\d0\bb\d0\b5\d0\b9\, \d0\b4. 7\d0\90,O=\d0\93\d0\9a\d0\a3 \d0\9c\d0\9e \d0\a6\d0\b5\d0\bd\d1\82\d1\80 112,CN=\d0\a3\d0\a6 \d0\93\d0\9a\d0\a3 \d0\9c\d0\9e \d0\a6\d0\b5\d0\bd\d1\82\d1\80 112
2 Status: trusted C=RU,L=Moscow,O=MITS,OU=Certification Authority,CN=Certificating Center
3 Status: local   C=RU,CN=pov-3-csp1
275 Status: remote  C=RU,CN=volokolamsk_mr_5cs
276 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=losino-petr-go-3cs
277 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=zv-gor-zato-go-2cs
278 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=pushkinskiy-mr-1cs
279 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=mozhaiskiy-mr-3cs
280 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=podolsk-mr-9cs
281 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=lubereckiy-mr-22cs
282 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=vlasiha-zato-2cs
283 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=or-zuevo-mr-6cs
284 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=n-fominsk-mr-11cs
285 Status: remote  C=RU,L=Moscow,O=MITS,OU=S_Terra KP,CN=schelkovski-mr-17cs
286 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=voskresensk-mr-6cs
287 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=ramenskiy-mr-5cs
288 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=lubereckiy-mr-7cs
289 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=himki-go-7cs
290 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=himki-go-2cs
291 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=odincovskiy-mr-3cs
292 Status: remote  C=RU,CN=chehovskiy_mr_8cs
293 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=dzerjinsk-go-2cs
294 Status: remote  C=RU,CN=mozhaiskiy_mr_9cs
295 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=schelkovski-mr-6cs
296 Status: remote  C=RU,O=MO112,CN=or_zuevo_go_5cs
297 Status: remote  C=RU,O=MO112,CN=zhukovskiy_go_4cs
298 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=voskresensk-mr-4cs
299 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=domodedovo-go-10cs
300 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=electrostal-go-2cs
301 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=voskresensk_mr_12cs
302 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=dmitrov-mr-4cs
303 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=n-fominsk-mr-1cs
304 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=or-zuevo-mr-4cs
305 Status: remote  C=RU,CN=s_gorskiy_mr_6cs
306 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=mitishinski-mr-9cs
307 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=voskresensk-mr-2cs
308 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=egorevsk-mr-2cs
309 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=podolsk-mr-4cs
310 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=taldomskiy-mr-5cs
311 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=noginskiy-mr-21cs
312 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=pushkinskiy-mr-11cs
313 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=mozhaiskiy-mr-5cs
314 Status: remote  C=RU,CN=dolgoprudn_go_3cs
315 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=pav-posad-mr-2cs
316 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=k-armeisk-go-2cs
317 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=schelkovski-mr-5cs
318 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=balashiha-go-10cs
319 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=balashiha-go-4cs
320 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=s-posadskiy-mr-4cs
321 Status: remote  C=RU,O=MO112,CN=k_armeisk_go_1cs
322 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=balashiha-go-2cs
323 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=kolomna-go-3cs
324 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=kolomna-go-7cs
325 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=voskresensk-mr-7cs
326 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=klimovsk-mr-3cs
327 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=stupinskiy-mr-11cs
328 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=serpuhov-go-6cs
329 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=istrinskiy-mr-7cs
330 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=zhukovskiy-go-3cs
331 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=himki-go-3cs
332 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=krasnogorsk-mr-10cs
333 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=lubereckiy-mr-6cs
334 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=odincovskiy-mr-20cs
335 Status: remote  C=RU,O=MO112,CN=klinskiy_mr_5cs
336 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=leninskiy-mr-5cs
337 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=kolomna-go-2cs
338 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=stupinskiy-mr-3cs
339 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=s-gorskiy-mr-4cs
340 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=odincovskiy-mr-10cs
341 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=klinskiy-mr-2cs
342 Status: remote  C=RU,O=MO112,CN=shaturskiy_mr_1cs
343 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=balashiha-go-9cs
344 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=schelkovski-mr-3cs
345 Status: remote  C=RU,O=MO112,CN=s_gorskiy_mr_1cs
346 Status: remote  C=RU,O=MO112,CN=leninskiy_mr_6cs
347 Status: remote  C=RU,O=MO112,CN=pushkinskiy_mr_14cs
348 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=electro-gk-go-5cs
349 Status: remote  C=RU,CN=himki_go_1cs
350 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=ramenskiy-mr-3cs
351 Status: remote  C=RU,CN=mitishinski_mr_13cs
352 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=podolsk-go-11cs
353 Status: remote  C=RU,O=MO112,CN=fryazino_go_1cs
354 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=korolev-go-3cs
355 Status: remote  C=RU,O=MO112,CN=ozerskiy_mr_5cs
356 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=istrinskiy-mr-4cs
357 Status: remote  C=RU,CN=stupinskiy_mr_1cs
358 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=podolsk-go-6cs
359 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=sterragate
360 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=or-zuevo-mr-2cs
361 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=dmitrov-mr-1cs
362 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=pushkinskiy-mr-20cs
363 Status: remote  C=RU,O=MO112,CN=ruzskiy_mr_9cs
364 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=podolsk-go-1cs
365 Status: remote  C=RU,O=MO112,CN=luhovitskiy_mr_7cs
366 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=schelkovski-mr-8cs
367 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=moscow-5cs
368 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=shaturskiy-mr-10cs
369 Status: remote  C=RU,O=MO112,CN=che_golovka_go_1cs
370 Status: remote  C=RU,CN=s_gorskiy_mr_9cs
371 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=kashirskiy-mr-6cs
372 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=himki-go-8cs
373 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=podolsk-go-4cs
374 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=lubereckiy-mr-11cs
375 Status: remote  C=RU,O=MO112,CN=k_znam_zato_go_1cs
376 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=odincovskiy-mr-12cs
377 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=mitishinski-mr-6cs
378 Status: remote  C=RU,CN=or_zuevo_mr_9cs
379 Status: remote  C=RU,O=MO112,CN=taldomskiy_mr_1cs
380 Status: remote  C=RU,O=MO112,CN=ivanteevka_go_1cs
381 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=ruzskiy-mr-5cs
382 Status: remote  C=RU,CN=schelkovski_mr_10cs
383 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=podolsk-mr-2cs
384 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=lubereckiy-mr-1cs
385 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=noginskiy-mr-20cs
386 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=n-fominsk-mr-12cs
387 Status: remote  C=RU,O=MO112,CN=or_zuevo_mr_10cs
388 Status: remote  C=RU,CN=lobna_go_1cs
389 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=taldomskiy-mr-8cs
390 Status: remote  C=RU,CN=schelkovski_mr_16cs
391 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=ramenskiy-mr-4cs
392 Status: remote  C=RU,CN=shahovskiy_mr_1cs
393 Status: remote  C=RU,CN=leninskiy_mr_1cs
394 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=zaraiskiy-mr-6cs
395 Status: remote  C=RU,O=MO112,CN=zhukovskiy_go_1cs
396 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=electrostal-go-4cs
397 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=istrinskiy-mr-3cs
398 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=s-gorskiy-mr-3cs
399 Status: remote  C=RU,CN=s_posadskiy_mr_12cs
400 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=ruzskiy-mr-6cs
401 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=mitishinski-mr-8cs
402 Status: remote  C=RU,O=MO112,CN=litkarino_go_1cs
403 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=domodedovo_go_11cs
404 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=krasnogorsk-mr-4cs
405 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=kashirskiy-mr-5cs
406 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=himki-go-4cs
407 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=lubereckiy-mr-5cs
408 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=dmitrov-mr-10cs
409 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=ramenskiy-mr-20cs
410 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=voskresensk-mr-8cs
411 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=ramenskiy-mr-1cs
412 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=dmitrov-mr-20cs
413 Status: remote  C=RU,O=MO112,CN=mozhaiskiy_mr_1cs
414 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=noginskiy-mr-4cs
415 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=s-gorskiy-mr-20cs
416 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=himki-go-6cs
417 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=taldomskiy-mr-2cs
418 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=n-fominsk-mr-11cs
419 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=mitishinski-mr-7cs
420 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=s-gorskiy-mr-5cs
421 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=bronnici-go-20cs
422 Status: remote  C=RU,CN=lobna_go_4cs
423 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=balashiha-go-1cs
424 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=mitishinski-mr-5cs
425 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=voskresensk-mr-11cs
426 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=shaturskiy-mr-8cs
427 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=klimovsk-go-4cs
428 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=domodedovo-go-2cs
429 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=kolomenskiy-mr-2cs
430 Status: remote  C=RU,O=MO112,CN=noginskiy_mr_13cs
431 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=odincovskiy-mr-7cs
432 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=serpuhovski-mr-21cs
433 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=krasnogorsk-mr-15cs
434 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=kashirskiy-mr-7cs
435 Status: remote  C=RU,O=MO112,CN=protvino_go_1cs
436 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=korolev-go-4cs
437 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=roshal-go-5cs
438 Status: remote  C=RU,O=MO112,CN=or_zuevo_mr_9cs
439 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=grinvud-1cs
440 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=k-armeisk-go-4cs
441 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=pushkinskiy-mr-7cs
442 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=podolsk-mr-3cs
443 Status: remote  C=RU,O=MO112,CN=reutov_go_4cs
444 Status: remote  C=RU,CN=zaraiskiy_mr_1cs
445 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=pushkinskiy-mr-6cs
446 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=s-posadskiy-mr-1cs
447 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=istrinskiy-mr-20cs
448 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=pov-1-csp1
449 Status: remote  C=RU,O=MO112,CN=egorevsk_mr_1cs
450 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=pushkinskiy-mr-3cs
451 Status: remote  C=RU,O=MO112,CN=domodedovo_go_1cs
452 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=leninskiy-mr-7cs
453 Status: remote  C=RU,CN=podolsk_go_8cs
454 Status: remote  C=RU,O=MO112,CN=zv_gor_zato_go_1cs
455 Status: remote  C=RU,O=MO112,CN=korolev_go_6cs
456 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=s-posadskiy-mr-9cs
457 Status: remote  C=RU,CN=noginskiy_mr_1cs
458 Status: remote  C=RU,CN=krasnogorsk_mr_10cs
459 Status: remote  C=RU,CN=kolomna_go_6cs
460 Status: remote  CN=shelk_mr_10cs
461 Status: remote  C=RU,CN=podolsk_go_1cs
462 Status: remote  C=RU,O=MO112,CN=ruzskiy_mr_6cs
463 Status: remote  C=RU,CN=pov-2-csp2
464 Status: remote  C=RU,CN=n_fominsk_mr_1cs
465 Status: remote  C=RU,CN=pov-1-csp2
466 Status: remote  C=RU,O=MO112,CN=ramenskiy_mr_14cs
467 Status: remote  C=RU,CN=pov-1-csp1
468 Status: remote  C=RU,CN=odincovskiy_mr_14cs
469 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=bronnici-go-2cs
470 Status: remote  C=RU,CN=serpuhov_go_1cs
471 Status: remote  C=RU,CN=pushkinskiy_mr_1cs
472 Status: remote  C=RU,CN=ivanteevka_go_4cs
473 Status: remote  C=RU,CN=noginskiy_mr_7cs
474 Status: remote  C=RU,CN=lubereckiy_mr_10cs
475 Status: remote  C=RU,CN=dmitrov_mr_1cs
476 Status: remote  C=RU,CN=s_posadskiy_mr_1cs
477 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=krasnogorsk-mr-6cs
478 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=krasnogorsk-mr-6cs
479 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=sterragate
480 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=mos-oblast-msk-7cs
481 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=k-armeisk-go-3cs
482 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=mozhaiskiy-mr-4cs
483 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=s-posadskiy-mr-10cs
484 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=j-dorozjniy-go-3cs
485 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=ozerskiy-mr-2cs
486 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=s-gorskiy-mr-4cs
487 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=dubna-go-2cs
488 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=n-fominsk-mr-7cs
489 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=dmitrov-mr-4cs
490 Status: remote  C=RU,O=MO112,CN=klinskiy_mr_7cs
491 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=pav-posad-mr-2cs
492 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=chehovskiy-mr-7cs
