1 Status: local   C=RU,CN=pov-1-csp2
290 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=litkarino-go-3cs
291 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=domodedovo_go_11cs
292 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=shaturskiy-mr-10cs
293 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=domodedovo-go-4cs
294 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=s-gorskiy-mr-5cs
295 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=ramenskiy-mr-1cs
296 Status: remote  C=RU,O=MO112,CN=pav_posad_mr_1cs
297 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=voskresensk-mr-7cs
298 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=krasnogorsk-mr-6cs
299 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=pushkinskiy-mr-20cs
300 Status: remote  C=RU,O=MO112,CN=che_golovka_go_1cs
301 Status: remote  C=RU,CN=kashirskiy_mr_1cs
302 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=mitishinski-mr-6cs
303 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=noginskiy-mr-21cs
304 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=ruzskiy-mr-2cs
305 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=dmitrov-mr-5cs
306 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=ruzskiy-mr-4cs
307 Status: remote  C=RU,ST=Moscow region,L=Krasnogorsk,O=MITS,OU=S-Terra,CN=krasnogorsk-mr-14cs
308 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=schelkovski-mr-3cs
309 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=podolsk-mr-3cs
310 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=stupinskiy-mr-13cs
311 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=serpuhov-go-2cs
312 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=volokolamsk-mr-3cs
313 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=podolsk-go-20cs
314 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=istrinskiy-mr-3cs
315 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=kotelniki-go-3cs
316 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=noginskiy-mr-1cs
317 Status: remote  C=RU,O=MO112,CN=pav_posad_mr_4cs
318 Status: remote  C=RU,O=MO112,CN=dzerjinsk_go_1cs
319 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=bronnici-go-20cs
320 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=zhukovskiy-go-2cs
321 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=ramenskiy-mr-5cs
322 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=odincovskiy-mr-12cs
323 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=noginskiy-mr-5cs
324 Status: remote  C=RU,O=MO112,CN=ruzskiy_mr_1cs
325 Status: remote  C=RU,CN=stupinskiy_mr_1cs
326 Status: remote  C=RU,O=MO112,CN=pushino_go_1cs
327 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=balashiha-go-3cs
328 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=kashirskiy-mr-2cs
329 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=n-fominsk-mr-11cs
330 Status: remote  C=RU,CN=mitishinski_mr_1cs
331 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=krasnogorsk-mr-5cs
332 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=or-zuevo-mr-7cs
333 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=krasnogorsk-mr-2cs
334 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=kolomna-go-3cs
335 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=krasnogorvsk-mr-8cs
336 Status: remote  C=RU,O=MO112,CN=s_gorskiy_mr_1cs
337 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=ozerskiy-mr-3cs
338 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=balashiha-go-5cs
339 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=korolev-go-7cs
340 Status: remote  C=RU,O=MO112,CN=ivanteevka_go_1cs
341 Status: remote  C=RU,O=MO112,CN=mozhaiskiy_mr_6cs
342 Status: remote  C=RU,O=MO112,CN=balashiha_go_7cs
343 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=ruzskiy-mr-20cs
344 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=k-znam-zato-go-4cs
345 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=dubna-go-4cs
346 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=kolomna-go-2cs
347 Status: remote  C=RU,O=MO112,CN=electro_gk_go_1cs
348 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=electrostal-go-4cs
349 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=taldomskiy-mr-3cs
350 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=stupinskiy-mr-3cs
351 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=krasnogorsk-mr-3cs
352 Status: remote  C=RU,O=MO112,CN=ramenskiy_mr_9cs
353 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=s-posadskiy-mr-9cs
354 Status: remote  C=RU,O=MO112,CN=voskresensk_mr_13cs
355 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=himki-cuks-1cs
356 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=pav-posad-mr-3cs
357 Status: remote  C=RU,CN=lotoshinski_mr_1cs
358 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=ruzskiy-mr-3cs
359 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=odincovskiy-mr-6cs
360 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=leninskiy-mr-4cs
361 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=balashiha-go-2cs
362 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=lubereckiy-mr-8cs
363 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=ramenskiy-mr-8cs
364 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=mozhaiskiy-mr-5cs
365 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=himki-go-8cs
366 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=losino-petr-go-3cs
367 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=odincovskiy-mr-8cs
368 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=podolsk-mr-5cs
369 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=taldomskiy-mr-5cs
370 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=che-golovka-go-2cs
371 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=domodedovo-go-3cs
372 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=mos-oblast-msk-1cs
373 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=lubereckiy-mr-3cs
374 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=podolsk-go-1cs
375 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=odincovskiy-mr-3cs
376 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=molod-zato-go-3cs
377 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=electro-gk-go-3cs
378 Status: remote  C=RU,O=MO112,CN=electrostal_go_1cs
379 Status: remote  C=RU,O=MO112,CN=zhukovskiy_go_1cs
380 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=kashirskiy-mr-7cs
381 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=mitishinski-mr-8cs
382 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=lubereckiy-mr-7cs
383 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=istrinskiy-mr-2cs
384 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=odincovskiy-mr-5cs
385 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=kolomenskiy-mr-2cs
386 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=balashiha-go-4cs
387 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=odincovskiy-mr-10cs
388 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=taldomskiy-mr-4cs
389 Status: remote  C=RU,CN=krasnogorsk_mr_10cs
390 Status: remote  C=RU,CN=himki_go_1cs
391 Status: remote  C=RU,O=MO112,CN=ramenskiy_mr_15cs
392 Status: remote  C=RU,O=MO112,CN=krasnogorsk_mr_15cs
393 Status: remote  C=RU,O=MO112,CN=voskresensk_mr_9cs
394 Status: remote  C=RU,O=MO112,CN=or_zuevo_mr_10cs
395 Status: remote  C=RU,O=MO112,CN=k_znam_zato_go_1cs
396 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=pushkinskiy-mr-1cs
397 Status: remote  C=RU,CN=chehovskiy_mr_8cs
398 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=dmitrov-mr-4cs
399 Status: remote  C=RU,CN=n_fominsk_mr_1cs
400 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=voskresensk_mr_12cs
401 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=noginskiy-mr-4cs
402 Status: remote  C=RU,O=MO112,CN=kotelniki_go_1cs
403 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=istrinskiy-mr-8cs
404 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=luhovitskiy-mr-6cs
405 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=odincovskiy-mr-20cs
406 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=himki-go-7cs
407 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=stupinskiy-mr-4cs
408 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=kolomna-go-5cs
409 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=voshod-zato-2cs
410 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=klinskiy-mr-2cs
411 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=domodedovo-go-2cs
412 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=stupinskiy-mr-2cs
413 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=ubileiniy-go-2cs
414 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=krasnogorsk-mr-9cs
415 Status: remote  C=RU,O=MO112,CN=or_zuevo_mr_9cs
416 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=lotoshinski-mr-3cs
417 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=n-fominsk-mr-5cs
418 Status: remote  C=RU,CN=ozerskiy_mr_1cs
419 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=dolgoprudn-go-3cs
420 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=luhovitskiy-mr-3cs
421 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=himki-go-4cs
422 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=kolomna-go-4cs
423 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=odincovskiy-mr-7cs
424 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=istrinskiy-mr-13cs
425 Status: remote  C=RU,O=MO112,CN=j_dorozjniy_go_4cs
426 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=noginskiy-mr-7cs
427 Status: remote  C=RU,O=MO112,CN=serpuhov_go_4cs
428 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=schelkovski-mr-4cs
429 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=n-fominsk-mr-10cs
430 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=j-dorozjniy-go-3cs
431 Status: remote  C=RU,CN=s_gorskiy_mr_9cs
432 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=or-zuevo-mr-2cs
433 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=dzerjinsk-go-2cs
434 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=s-gorskiy-mr-20cs
435 Status: remote  C=RU,O=MO112,CN=klinskiy_mr_8cs
436 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=lubereckiy-mr-11cs
437 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=serpuhovski-mr-21cs
438 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=krasnogorsk-mr-4cs
439 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=lubereckiy-mr-2cs
440 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=litkarino-go-2cs
441 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=pushkinskiy-mr-6cs
442 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=voskresensk-mr-8cs
443 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=odincovskiy-mr-14cs
444 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=odincovskiy-mr-1cs
445 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=dmitrov-mr-10cs
446 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=voskresensk-mr-3cs
447 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=podolsk-go-12cs
448 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=ramenskiy-mr-6cs
449 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=zaraiskiy-mr-6cs
450 Status: remote  C=RU,CN=podolsk_go_1cs
451 Status: remote  C=RU,O=MO112,CN=ramenskiy_mr_14cs
