1 Status: trusted C=RU,L=Moscow,O=MITS,OU=Certification Authority,CN=Certificating Center
2 Status: local   C=RU,CN=pov-2-csp2
283 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=molod-zato-go-3cs
284 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=zvinigorod-go-2cs
285 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=domodedovo-go-3cs
286 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=himki-go-3cs
287 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=ramenskiy-mr-6cs
288 Status: remote  C=RU,CN=s_gorskiy_mr_6cs
289 Status: remote  C=RU,O=MO112,CN=losino_petr_go_1cs
290 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=ozerskiy-mr-3cs
291 Status: remote  C=RU,O=MO112,CN=bronnici_go_1cs
292 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=podolsk-go-4cs
293 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=balashiha-go-2cs
294 Status: remote  C=RU,O=MO112,CN=mozhaiskiy_mr_6cs
295 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=zv-gor-zato-go-3cs
296 Status: remote  C=RU,O=MO112,CN=molod_zato_go_1cs
297 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=mos-oblast-msk-1cs
298 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=sterragate
299 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=stupinskiy-mr-13cs
300 Status: remote  C=RU,O=MO112,CN=noginskiy_mr_13cs
301 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=podolsk-mr-2cs
302 Status: remote  C=RU,O=MO112,CN=ramenskiy_mr_9cs
303 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=noginskiy-mr-20cs
304 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=stupinskiy-mr-11cs
305 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=noginskiy-mr-4cs
306 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=bronnici-go-2cs
307 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=istrinskiy-mr-6cs
308 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=klinskiy-mr-2cs
309 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=serpuhov-go-2cs
310 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=odincovskiy-mr-20cs
311 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=voskresensk-mr-5cs
312 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=mozhaiskiy-mr-8cs
313 Status: remote  C=RU,O=MO112,CN=ramenskiy_mr_15cs
314 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=mos-oblast-msk-8cs
315 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=mitishinski-mr-6cs
316 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=stupinskiy-mr-4cs
317 Status: remote  C=RU,CN=s_posadskiy_mr_12cs
318 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=krasnogorsk-mr-15cs
319 Status: remote  C=RU,CN=schelkovski_mr_23cs
320 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=podolsk-go-7cs
321 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=bronnici-go-3cs
322 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=klinskiy-mr-4cs
323 Status: remote  C=RU,O=MO112,CN=domodedovo_go_1cs
324 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=himki-go-7cs
325 Status: remote  C=RU,CN=dolgoprudn_go_1cs
326 Status: remote  C=RU,O=MO112,CN=mozhaiskiy_mr_1cs
327 Status: remote  C=RU,O=MO112,CN=s_posadskiy_mr_16cs
328 Status: remote  C=RU,CN=schelkovski_mr_16cs
329 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=j-dorozjniy-go-2cs
330 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=shahovskiy-mr-3cs
331 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=taldomskiy-mr-5cs
332 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=n-fominsk-mr-5cs
333 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=podolsk-go-3cs
334 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=n-fominsk-mr-1cs
335 Status: remote  C=RU,CN=kolomna_go_6cs
336 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=odincovskiy-mr-13cs
337 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=lubereckiy-mr-8cs
338 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=roshal-go-5cs
339 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=or-zuevo-mr-7cs
340 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=ramenskiy-mr-1cs
341 Status: remote  C=RU,O=MO112,CN=ozerskiy_mr_6cs
342 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=odincovskiy-mr-2cs
343 Status: remote  C=RU,O=MO112,CN=pav_posad_mr_4cs
344 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=lobna-go-3cs
345 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=zaraiskiy-mr-6cs
346 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=balashiha-go-6cs
347 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=lubereckiy-mr-6cs
348 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=taldomskiy-mr-4cs
349 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=losino-petr-go-3cs
350 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=n-fominsk-mr-2cs
351 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=ruzskiy-mr-4cs
352 Status: remote  C=RU,CN=mitishinski_mr_1cs
353 Status: remote  C=RU,CN=leninskiy_mr_1cs
354 Status: remote  C=RU,CN=shahovskiy_mr_1cs
355 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=roshal-go-3cs
356 Status: remote  C=RU,CN=himki_go_1cs
357 Status: remote  C=RU,CN=mozhaiskiy_mr_9cs
358 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=korolev-go-4cs
359 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=voskresensk-mr-11cs
360 Status: remote  C=RU,CN=kashirskiy_mr_1cs
361 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=schelkovski-mr-3cs
362 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=luhovitskiy-mr-2cs
363 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=n-fominsk-mr-11cs
364 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=voskresensk-mr-8cs
365 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=mitishinski-mr-7cs
366 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=dubna-go-2cs
367 Status: remote  C=RU,O=MO112,CN=roshal_go_1cs
368 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=or-zuevo-mr-2cs
369 Status: remote  C=RU,CN=domodedovo_go_13cs
370 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=or-zuevo-mr-3cs
371 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=mitishinski-mr-2cs
372 Status: remote  C=RU,L=Moscow,O=MITS,OU=S_Terra KP,CN=stupinskiy-mr-10cs
373 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=istrinskiy-mr-5cs
374 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=istrinskiy-mr-2cs
375 Status: remote  C=RU,O=MO112,CN=luhovitskiy_mr_7cs
376 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=pushkinskiy-mr-2cs
377 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=noginskiy-mr-5cs
378 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=lubereckiy-mr-5cs
379 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=pav-posad-mr-3cs
380 Status: remote  C=RU,CN=podolsk_go_8cs
381 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=zaraiskiy-mr-2cs
382 Status: remote  C=RU,CN=chehovskiy_mr_1cs
383 Status: remote  C=RU,CN=mitishinski_mr_13cs
384 Status: remote  C=RU,O=MO112,CN=k_znam_zato_go_1cs
385 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=fryazino-go-3cs
386 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=mitishinski-mr-3cs
387 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=himki-go-8cs
388 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=electrostal-go-2cs
389 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=pushkinskiy-mr-7cs
390 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=podolsk-mr-3cs
391 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=odincovskiy-mr-21cs
392 Status: remote  C=RU,O=MO112,CN=klinskiy_mr_1cs
393 Status: remote  C=RU,CN=krasnogorsk_mr_1cs
394 Status: remote  C=RU,O=MO112,CN=dmitrov_mr_12cs
395 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=istrinskiy-mr-4cs
396 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=podolsk-go-11cs
397 Status: remote  C=RU,O=MO112,CN=s_gorskiy_mr_1cs
398 Status: remote  C=RU,O=MO112,CN=klinskiy_mr_8cs
399 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=podolsk-go-20cs
400 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=dolgoprudn-go-2cs
401 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=kolomna-go-4cs
402 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=zvinigorod-go-3cs
403 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=voshod-zato-2cs
404 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=zhukovskiy-go-2cs
405 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=s-gorskiy-mr-3cs
406 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=lubereckiy-mr-4cs
407 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=noginskiy-mr-7cs
408 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=istrinskiy-mr-13cs
409 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=mozhaiskiy-mr-2cs
410 Status: remote  C=RU,L=Moscow,O=MITS,OU=S_Terra KP,CN=schelkovski-mr-17cs
411 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=krasnogorvsk-mr-8cs
412 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=taldomskiy-mr-3cs
413 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=pav-posad-mr-2cs
414 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=serpuhov-go-5cs
415 Status: remote  C=RU,O=MO112,CN=ivanteevka_go_1cs
416 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=lubereckiy-mr-13cs
417 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=s-gorskiy-mr-20cs
418 Status: remote  C=RU,O=MO112,CN=fryazino_go_1cs
419 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=shaturskiy-mr-3cs
420 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=pushino-go-2cs
421 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=schelkovski-mr-5cs
422 Status: remote  C=RU,CN=chehovskiy_mr_8cs
423 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=s-gorskiy-mr-5cs
424 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=losino-petr-go-2cs
425 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=balashiha-go-4cs
426 Status: remote  C=RU,O=MO112,CN=che_golovka_go_1cs
427 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=istrinskiy-mr-7cs
428 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=pushkinskiy-mr-20cs
429 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=lubereckiy-mr-11cs
430 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=istrinskiy-mr-8cs
431 Status: remote  C=RU,O=MO112,CN=krasnogorsk_mr_15cs
432 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=domodedovo-go-20cs
433 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=electro-gk-go-5cs
434 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=domodedovo-go-4cs
435 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=kolomna-go-5cs
436 Status: remote  C=RU,CN=volokolamsk_mr_4cs
437 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=serpuhov-go-3cs
438 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=or-zuevo-go-4cs
439 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=leninskiy-mr-5cs
440 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=serpuhovski-mr-21cs
441 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=k-znam-zato-go-2cs
442 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=roshal-go-2cs
443 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=n-fominsk-mr-11cs
444 Status: remote  C=RU,O=MO112,CN=istrinskiy_mr_9cs
445 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=balashiha-go-9cs
446 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=leninskiy-mr-3cs
447 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=dubna-go-4cs
448 Status: remote  C=RU,O=MO112,CN=or_zuevo_mr_9cs
449 Status: remote  C=RU,CN=noginskiy_mr_11cs
450 Status: remote  C=RU,CN=taldomskiy_mr_9cs
451 Status: remote  C=RU,O=MO112,CN=pushkinskiy_mr_14cs
452 Status: remote  C=RU,CN=n_fominsk_mr_1cs
453 Status: remote  C=RU,O=MO112,CN=egorevsk_mr_1cs
454 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=pushkinskiy-mr-3cs
455 Status: remote  C=RU,CN=pov-1-csp2
456 Status: remote  C=RU,O=MO112,CN=ramenskiy_mr_14cs
457 Status: remote  C=RU,CN=pov-1-csp1
458 Status: remote  C=RU,CN=odincovskiy_mr_14cs
459 Status: remote  C=RU,CN=noginskiy_mr_1cs
460 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=bronnici-go-2cs
461 Status: remote  C=RU,CN=serpuhov_go_1cs
462 Status: remote  C=RU,CN=pushkinskiy_mr_1cs
463 Status: remote  C=RU,CN=ivanteevka_go_4cs
464 Status: remote  C=RU,CN=noginskiy_mr_7cs
465 Status: remote  C=RU,CN=lubereckiy_mr_10cs
466 Status: remote  C=RU,CN=dmitrov_mr_1cs
467 Status: remote  C=RU,CN=s_posadskiy_mr_1cs
468 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=krasnogorsk-mr-6cs
469 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=krasnogorsk-mr-6cs
470 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=sterragate
471 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=mos-oblast-msk-7cs
472 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=k-armeisk-go-3cs
473 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=mozhaiskiy-mr-4cs
474 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=s-posadskiy-mr-10cs
475 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=j-dorozjniy-go-3cs
476 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=ozerskiy-mr-2cs
477 Status: remote  C=RU,L=Moscow,O=MVDRF,OU=S-Terra KP,CN=s-gorskiy-mr-4cs
478 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=dubna-go-2cs
479 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=dmitrov-mr-4cs
480 Status: remote  C=RU,O=MO112,CN=klinskiy_mr_7cs
481 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=pav-posad-mr-2cs
482 Status: remote  C=RU,L=Moscow,O=MITS,OU=S-Terra KP,CN=chehovskiy-mr-7cs
